scenario	repetition	candidate	run_id	stage	target_qps	runner_exit	stage_invalid_reason	scheduled	sent	received	correct_on_time	w1_positive_forward_delta	w1_negative_forward_delta	w2_cache_a_miss_delta	w2_cache_b_miss_delta	w3_domain_hit_sent	w3_ip_rule_hit_sent	w3_ip_rule_miss_sent	w3_route_a_legs_expected	w3_route_a_legs_observed	w3_route_b_legs_expected	w3_route_b_legs_observed	w3_route_c_legs_expected	w3_route_c_legs_observed	w3_route_legs_expected	w3_route_legs_observed	w3_route_legs_match	source_evidence_sha256	source_files
w3	1	rust	w3-official-20260923T200515Z-72213	recovery	200	1	same-process recovery criteria failed	600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	7b37f5c31def7af5d2c03495407a23b25ad7ec20b2a27ac938df14a68b6ba415	attempt-status.tsv;w3/repetition-1/rust/.run.bTOK8O/routing-events.jsonl;w3/repetition-1/rust/invalid-stages.tsv;w3/repetition-1/rust/requests.jsonl;w3/repetition-1/rust/stages.jsonl
w3	2	go	w3-official-20260923T200559Z-72968	normal-reference	200	0		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	e84c4b0288c5b275efff3940401e5343da081e39654395cb18125ca0f7095099	attempt-status.tsv;w3/repetition-2/go/.run.lv9z0d/routing-events.jsonl;w3/repetition-2/go/requests.jsonl;w3/repetition-2/go/stages.jsonl
w3	2	go	w3-official-20260923T200559Z-72968	common-load	400	0		1200	1200	1200	1200					400	400	400	800	800	800	800	400	400	2000	2000	true	e84c4b0288c5b275efff3940401e5343da081e39654395cb18125ca0f7095099	attempt-status.tsv;w3/repetition-2/go/.run.lv9z0d/routing-events.jsonl;w3/repetition-2/go/requests.jsonl;w3/repetition-2/go/stages.jsonl
w3	2	go	w3-official-20260923T200559Z-72968	near-saturation	800	0		2400	2400	2400	2400					800	800	800	1600	1600	1600	1600	800	800	4000	4000	true	e84c4b0288c5b275efff3940401e5343da081e39654395cb18125ca0f7095099	attempt-status.tsv;w3/repetition-2/go/.run.lv9z0d/routing-events.jsonl;w3/repetition-2/go/requests.jsonl;w3/repetition-2/go/stages.jsonl
w3	2	go	w3-official-20260923T200559Z-72968	overload	1000	0		3000	3000	3000	3000					1000	1000	1000	2000	2000	2000	2000	1000	1000	5000	5000	true	e84c4b0288c5b275efff3940401e5343da081e39654395cb18125ca0f7095099	attempt-status.tsv;w3/repetition-2/go/.run.lv9z0d/routing-events.jsonl;w3/repetition-2/go/requests.jsonl;w3/repetition-2/go/stages.jsonl
w3	2	go	w3-official-20260923T200559Z-72968	recovery	200	0		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	e84c4b0288c5b275efff3940401e5343da081e39654395cb18125ca0f7095099	attempt-status.tsv;w3/repetition-2/go/.run.lv9z0d/routing-events.jsonl;w3/repetition-2/go/requests.jsonl;w3/repetition-2/go/stages.jsonl
w3	2	rust	w3-official-20260923T200537Z-72593	normal-reference	200	0		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	1e030964682981bef5a2e6db0b4002cd58b8ab38413b76518d4de1d1d0f55e95	attempt-status.tsv;w3/repetition-2/rust/.run.AEK8AQ/routing-events.jsonl;w3/repetition-2/rust/requests.jsonl;w3/repetition-2/rust/stages.jsonl
w3	2	rust	w3-official-20260923T200537Z-72593	common-load	400	0		1200	1200	1200	1200					400	400	400	800	800	800	800	400	400	2000	2000	true	1e030964682981bef5a2e6db0b4002cd58b8ab38413b76518d4de1d1d0f55e95	attempt-status.tsv;w3/repetition-2/rust/.run.AEK8AQ/routing-events.jsonl;w3/repetition-2/rust/requests.jsonl;w3/repetition-2/rust/stages.jsonl
w3	2	rust	w3-official-20260923T200537Z-72593	near-saturation	800	0		2400	2400	2400	2400					800	800	800	1600	1600	1600	1600	800	800	4000	4000	true	1e030964682981bef5a2e6db0b4002cd58b8ab38413b76518d4de1d1d0f55e95	attempt-status.tsv;w3/repetition-2/rust/.run.AEK8AQ/routing-events.jsonl;w3/repetition-2/rust/requests.jsonl;w3/repetition-2/rust/stages.jsonl
w3	2	rust	w3-official-20260923T200537Z-72593	overload	1000	0		3000	3000	3000	3000					1000	1000	1000	2000	2000	2000	2000	1000	1000	5000	5000	true	1e030964682981bef5a2e6db0b4002cd58b8ab38413b76518d4de1d1d0f55e95	attempt-status.tsv;w3/repetition-2/rust/.run.AEK8AQ/routing-events.jsonl;w3/repetition-2/rust/requests.jsonl;w3/repetition-2/rust/stages.jsonl
w3	2	rust	w3-official-20260923T200537Z-72593	recovery	200	0		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	1e030964682981bef5a2e6db0b4002cd58b8ab38413b76518d4de1d1d0f55e95	attempt-status.tsv;w3/repetition-2/rust/.run.AEK8AQ/routing-events.jsonl;w3/repetition-2/rust/requests.jsonl;w3/repetition-2/rust/stages.jsonl
w3	3	go	w3-official-20260923T200621Z-73354	normal-reference	200	1		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	70f1821f444269b3b89b18741d1d94dd6718ba966799c3e714842170aa2b29db	attempt-status.tsv;w3/repetition-3/go/.run.ql2e39/routing-events.jsonl;w3/repetition-3/go/invalid-stages.tsv;w3/repetition-3/go/requests.jsonl;w3/repetition-3/go/stages.jsonl
w3	3	go	w3-official-20260923T200621Z-73354	common-load	400	1		1200	1200	1200	1200					400	400	400	800	800	800	800	400	400	2000	2000	true	70f1821f444269b3b89b18741d1d94dd6718ba966799c3e714842170aa2b29db	attempt-status.tsv;w3/repetition-3/go/.run.ql2e39/routing-events.jsonl;w3/repetition-3/go/invalid-stages.tsv;w3/repetition-3/go/requests.jsonl;w3/repetition-3/go/stages.jsonl
w3	3	go	w3-official-20260923T200621Z-73354	near-saturation	800	1		2400	2400	2400	2400					800	800	800	1600	1600	1600	1600	800	800	4000	4000	true	70f1821f444269b3b89b18741d1d94dd6718ba966799c3e714842170aa2b29db	attempt-status.tsv;w3/repetition-3/go/.run.ql2e39/routing-events.jsonl;w3/repetition-3/go/invalid-stages.tsv;w3/repetition-3/go/requests.jsonl;w3/repetition-3/go/stages.jsonl
w3	3	go	w3-official-20260923T200621Z-73354	overload	1000	1	sender shortfall or scheduled query not sent	2999	2999	2999	2999					1000	999	1000	1999	1999	1999	1999	1000	1000	4998	4998	true	70f1821f444269b3b89b18741d1d94dd6718ba966799c3e714842170aa2b29db	attempt-status.tsv;w3/repetition-3/go/.run.ql2e39/routing-events.jsonl;w3/repetition-3/go/invalid-stages.tsv;w3/repetition-3/go/requests.jsonl;w3/repetition-3/go/stages.jsonl
w3	3	go	w3-official-20260923T200621Z-73354	recovery	200	1	same-process recovery criteria failed	600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	70f1821f444269b3b89b18741d1d94dd6718ba966799c3e714842170aa2b29db	attempt-status.tsv;w3/repetition-3/go/.run.ql2e39/routing-events.jsonl;w3/repetition-3/go/invalid-stages.tsv;w3/repetition-3/go/requests.jsonl;w3/repetition-3/go/stages.jsonl
w3	3	rust	w3-official-20260923T200643Z-73743	normal-reference	200	1		600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	cccf5e497ac096ca20811dc65cb9c7c60fa771d1a0c26c21c29b0296fa67fddb	attempt-status.tsv;w3/repetition-3/rust/.run.YlWFIQ/routing-events.jsonl;w3/repetition-3/rust/invalid-stages.tsv;w3/repetition-3/rust/requests.jsonl;w3/repetition-3/rust/stages.jsonl
w3	3	rust	w3-official-20260923T200643Z-73743	common-load	400	1		1200	1200	1200	1200					400	400	400	800	800	800	800	400	400	2000	2000	true	cccf5e497ac096ca20811dc65cb9c7c60fa771d1a0c26c21c29b0296fa67fddb	attempt-status.tsv;w3/repetition-3/rust/.run.YlWFIQ/routing-events.jsonl;w3/repetition-3/rust/invalid-stages.tsv;w3/repetition-3/rust/requests.jsonl;w3/repetition-3/rust/stages.jsonl
w3	3	rust	w3-official-20260923T200643Z-73743	near-saturation	800	1		2400	2400	2400	2400					800	800	800	1600	1600	1600	1600	800	800	4000	4000	true	cccf5e497ac096ca20811dc65cb9c7c60fa771d1a0c26c21c29b0296fa67fddb	attempt-status.tsv;w3/repetition-3/rust/.run.YlWFIQ/routing-events.jsonl;w3/repetition-3/rust/invalid-stages.tsv;w3/repetition-3/rust/requests.jsonl;w3/repetition-3/rust/stages.jsonl
w3	3	rust	w3-official-20260923T200643Z-73743	overload	1000	1		3000	3000	3000	3000					1000	1000	1000	2000	2000	2000	2000	1000	1000	5000	5000	true	cccf5e497ac096ca20811dc65cb9c7c60fa771d1a0c26c21c29b0296fa67fddb	attempt-status.tsv;w3/repetition-3/rust/.run.YlWFIQ/routing-events.jsonl;w3/repetition-3/rust/invalid-stages.tsv;w3/repetition-3/rust/requests.jsonl;w3/repetition-3/rust/stages.jsonl
w3	3	rust	w3-official-20260923T200643Z-73743	recovery	200	1	same-process recovery criteria failed	600	600	600	600					200	200	200	400	400	400	400	200	200	1000	1000	true	cccf5e497ac096ca20811dc65cb9c7c60fa771d1a0c26c21c29b0296fa67fddb	attempt-status.tsv;w3/repetition-3/rust/.run.YlWFIQ/routing-events.jsonl;w3/repetition-3/rust/invalid-stages.tsv;w3/repetition-3/rust/requests.jsonl;w3/repetition-3/rust/stages.jsonl
