scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w2	warm	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	187	374	1106	200	3	50.0	3164	0.11 0.15 0.11	0.14 0.15 0.11
w2	warm	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	115	298	465	400	6	50.0	3164	0.11 0.15 0.11	0.14 0.15 0.11
w2	cold	3	after_off	2	0	pilot-w2-cold	200	1	600	600	600	600	0	0	0	0	0	0	156	283	398	200	2	33.333333333333336	3240	0.14 0.15 0.11	0.25 0.17 0.11
w2	warm	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	188	369	568	200	3	50.0	3252	0.14 0.15 0.11	0.25 0.17 0.11
w2	warm	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	133	311	585	400	6	50.0	3252	0.14 0.15 0.11	0.25 0.17 0.11
w3	main	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	315	672	988	200	6	100.0	3152	0.25 0.17 0.11	0.24 0.18 0.12
w3	main	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	289	647	1077	400	11	91.66666666666667	3220	0.25 0.17 0.11	0.24 0.18 0.12
w3	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	432	843	1398	200	7	116.66666666666667	3188	0.24 0.18 0.12	0.17 0.16 0.11
w3	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	270	595	1065	400	12	100.0	3256	0.24 0.18 0.12	0.17 0.16 0.11
w3	main	1	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	367	734	942	200	6	100.0	3128	0.17 0.16 0.11	0.26 0.18 0.12
w3	main	1	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	295	629	930	400	12	100.0	3196	0.17 0.16 0.11	0.26 0.18 0.12
w3	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	536	1195	2502	200	10	166.66666666666666	3152	0.26 0.18 0.12	0.32 0.20 0.13
w3	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	272	649	1291	400	10	83.33333333333333	3220	0.26 0.18 0.12	0.32 0.20 0.13
w3	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	360	686	1104	200	7	116.66666666666667	3124	0.32 0.20 0.13	0.51 0.25 0.15
w3	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	242	588	856	400	11	91.66666666666667	3192	0.32 0.20 0.13	0.51 0.25 0.15
w3	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	410	744	1011	200	7	116.66666666666667	3240	0.51 0.25 0.15	0.41 0.25 0.15
w3	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	280	624	912	400	10	83.33333333333333	3240	0.51 0.25 0.15	0.41 0.25 0.15
w3	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	396	850	1424	200	7	116.66666666666667	3156	0.41 0.25 0.15	0.29 0.23 0.14
w3	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	260	592	857	400	10	83.33333333333333	3224	0.41 0.25 0.15	0.29 0.23 0.14
w3	main	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	449	881	1280	200	7	116.66666666666667	3252	0.29 0.23 0.14	0.21 0.22 0.14
w3	main	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	333	863	1717	400	13	108.33333333333333	3320	0.29 0.23 0.14	0.21 0.22 0.14
w3	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	345	658	952	200	6	100.0	3184	0.21 0.22 0.14	0.21 0.21 0.14
w3	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	306	721	1229	400	12	100.0	3252	0.21 0.22 0.14	0.21 0.21 0.14
