scenario	phase	repetition	variant	pair_position	runner_exit	stage	qps	valid	scheduled	sent	received	correct_on_time	correct_late	wrong_response	protocol_error	transport_error	timeout	sender_shortfall	p50_us	p95_us	p99_us	effective_throughput_qps	cpu_ticks	cpu_us_per_correct_query	rss_peak_kib_sampled	host_load_start	host_load_end
w2	warm	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	117	284	537	400	5	41.666666666666664	3256	0.22 0.32 0.27	0.18 0.30 0.27
w3	main	1	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	427	837	1151	200	7	116.66666666666667	3184	0.18 0.30 0.27	0.28 0.32 0.27
w3	main	1	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	253	588	1020	400	10	83.33333333333333	3252	0.18 0.30 0.27	0.28 0.32 0.27
w3	main	1	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	441	892	1516	200	8	133.33333333333334	3288	0.28 0.32 0.27	0.20 0.29 0.26
w3	main	1	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	395	1014	2194	400	13	108.33333333333333	3356	0.28 0.32 0.27	0.20 0.29 0.26
w3	main	1	after_on	2	1	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	500	1013	2431	200	9	150.0	3632	0.20 0.29 0.26	0.44 0.34 0.28
w3	main	1	after_on	2	1	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	383	789	1284	400	15	125.0	5396	0.20 0.29 0.26	0.44 0.34 0.28
w3	main	2	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	466	889	1304	200	8	133.33333333333334	3228	0.44 0.34 0.28	0.44 0.35 0.28
w3	main	2	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	415	979	2365	400	15	125.0	3296	0.44 0.34 0.28	0.44 0.35 0.28
w3	main	2	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	402	774	1391	200	7	116.66666666666667	3668	0.44 0.35 0.28	0.31 0.32 0.28
w3	main	2	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	246	592	989	400	10	83.33333333333333	5476	0.44 0.35 0.28	0.31 0.32 0.28
w3	main	2	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	319	650	963	200	5	83.33333333333333	3260	0.31 0.32 0.28	0.42 0.35 0.28
w3	main	2	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	316	747	1500	400	11	91.66666666666667	3328	0.31 0.32 0.28	0.42 0.35 0.28
w3	main	3	after_on	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	393	744	955	200	7	116.66666666666667	3540	0.42 0.35 0.28	0.65 0.40 0.30
w3	main	3	after_on	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	258	567	1003	400	11	91.66666666666667	5304	0.42 0.35 0.28	0.65 0.40 0.30
w3	main	3	before_off	1	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	330	703	1133	200	5	83.33333333333333	3236	0.65 0.40 0.30	0.60 0.41 0.31
w3	main	3	before_off	1	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	301	644	910	400	11	91.66666666666667	3304	0.65 0.40 0.30	0.60 0.41 0.31
w3	main	3	after_off	2	0	normal-reference	200	1	600	600	600	600	0	0	0	0	0	0	382	789	1132	200	7	116.66666666666667	3224	0.60 0.41 0.31	0.55 0.41 0.31
w3	main	3	after_off	2	0	overload	400	1	1200	1200	1200	1200	0	0	0	0	0	0	249	614	1295	400	11	91.66666666666667	3292	0.60 0.41 0.31	0.55 0.41 0.31
